date,N,Trump_Male,Clinton_Male,sediff_Male,Lo_Male,Up_Male,Nsubgrp_Male,Trump_Female,Clinton_Female,sediff_Female,Lo_Female,Up_Female,Nsubgrp_Female,Trump_White,Clinton_White,sediff_White,Lo_White,Up_White,Nsubgrp_White,Trump_Black,Clinton_Black,sediff_Black,Lo_Black,Up_Black,Nsubgrp_Black,Trump_Hispanic,Clinton_Hispanic,sediff_Hispanic,Lo_Hispanic,Up_Hispanic,Nsubgrp_Hispanic,Trump_OtherRace,Clinton_OtherRace,sediff_OtherRace,Lo_OtherRace,Up_OtherRace,Nsubgrp_OtherRace,Trump_HighSchool,Clinton_HighSchool,sediff_HighSchool,Lo_HighSchool,Up_HighSchool,Nsubgrp_HighSchool,Trump_Associates,Clinton_Associates,sediff_Associates,Lo_Associates,Up_Associates,Nsubgrp_Associates,Trump_Bachelors,Clinton_Bachelors,sediff_Bachelors,Lo_Bachelors,Up_Bachelors,Nsubgrp_Bachelors,Trump_Age18t34,Clinton_Age18t34,sediff_Age18t34,Lo_Age18t34,Up_Age18t34,Nsubgrp_Age18t34,Trump_Age35t64,Clinton_Age35t64,sediff_Age35t64,Lo_Age35t64,Up_Age35t64,Nsubgrp_Age35t64,Trump_Age65p,Clinton_Age65p,sediff_Age65p,Lo_Age65p,Up_Age65p,Nsubgrp_Age65p,Trump_Inc0t34k,Clinton_Inc0t34k,sediff_Inc0t34k,Lo_Inc0t34k,Up_Inc0t34k,Nsubgrp_Inc0t34k,Trump_Inc35t74k,Clinton_Inc35t74k,sediff_Inc35t74k,Lo_Inc35t74k,Up_Inc35t74k,Nsubgrp_Inc35t74k,Trump_Inc75kp,Clinton_Inc75kp,sediff_Inc75kp,Lo_Inc75kp,Up_Inc75kp,Nsubgrp_Inc75kp,Trump_Overall,Clinton_Overall,sediff_Overall,Lo_Overall,Up_Overall
7/20/16,2050,48.511402,38.679809,5.1753175,38.523795,48.667417,949,37.24483,47.927466,3.3366782,39.316203,45.856093,1101,52.641584,33.177851,2.9778382,39.991437,45.827999,1681,4.730431,83.268886,5.009392,39.090454,48.908863,159,24.916529,58.98356,8.8716801,33.255798,50.644291,108,51.403762,38.533617,13.834031,31.411339,58.52604,102,48.933571,40.582388,7.6772506,37.234274,52.281685,439,45.67276,37.072449,3.9881647,37.464203,45.281006,772,34.564285,51.108,3.7878769,39.124023,46.548262,839,33.325748,46.468955,7.4788865,32.568043,47.22666,340,45.252063,41.487175,3.9133768,39.534509,47.204728,1278,48.258317,44.051246,4.7851298,41.465354,50.844209,432,37.248217,47.021296,6.4059206,35.856954,48.412559,622,47.858466,37.73825,5.5428759,37.36634,48.230376,702,42.190227,45.467121,5.2648735,38.669098,48.98825,726,42.788258,43.377394,2.7051756,40.431754,45.733898
7/21/16,2083,48.257273,39.402603,4.9991793,38.930742,48.729134,963,38.633622,46.871235,3.267308,39.550467,45.95439,1120,53.146958,32.974199,2.8724875,40.245541,45.875616,1708,4.8900604,83.190021,5.403787,38.74433,49.335752,157,26.300538,58.459392,9.7654784,32.809796,51.950134,114,52.752886,38.565414,14.323747,31.621878,59.696422,104,48.93236,40.630532,7.0613746,37.861299,51.701593,448,46.074093,37.513256,4.041899,37.832613,45.754735,772,35.710605,50.361901,3.3880198,39.715993,46.356512,863,34.808642,45.017382,8.4493205,31.632678,48.193346,341,44.936071,42.321751,3.7474129,39.956447,47.301376,1296,49.852452,42.993381,4.5793923,41.935112,50.910721,446,39.114663,45.11087,5.2430928,36.974536,47.250998,643,48.629628,37.894005,5.1824178,38.183047,48.340586,708,41.943998,45.995584,5.5195268,38.560655,49.378927,732,43.387259,43.182077,2.8498661,40.491799,46.077537
7/22/16,2010,49.098812,38.700547,5.121606,38.880506,48.918854,922,39.543921,45.71541,2.9271381,39.76107,45.498261,1088,53.789338,32.491132,3.0150565,40.18548,46.094991,1650,4.423381,84.89685,4.5236095,40.226978,49.093253,153,29.438227,52.651669,8.1717652,33.036618,49.053278,109,51.692654,39.043171,11.006385,34.581656,56.15417,98,47.667115,41.714992,7.3936105,37.445315,51.936792,434,47.16906,35.854603,4.7775039,36.829877,46.193785,760,38.429176,48.136559,3.3303331,40.019141,46.546594,816,35.631271,44.39946,9.5527988,30.653623,49.377108,349,45.246665,41.88685,3.000108,40.626652,46.506863,1231,51.99633,40.658216,5.3337925,41.100156,51.554389,430,39.045302,45.282824,5.7984821,36.481551,47.846576,632,50.880956,37.07024,4.468282,39.596682,48.354514,684,42.239089,44.443148,5.7675861,37.688884,48.993353,694,44.23377,42.272289,2.7755646,40.532976,45.973083
7/23/16,2143,50.141646,37.740564,5.2331283,38.812639,49.069571,986,40.148267,45.582643,3.5677911,39.369019,46.36189,1157,54.447315,32.12303,2.7496974,40.590469,45.979876,1748,4.6892599,83.508769,5.4158883,38.791444,49.406585,170,33.803309,50.716393,9.8485513,32.608271,51.911431,123,51.724642,38.743285,12.503414,32.980618,57.487309,102,50.002997,39.107095,7.2276628,37.471937,51.638156,468,47.078105,37.028133,4.2725109,37.866058,46.24018,812,38.632002,48.112842,3.4733921,39.968498,46.776346,863,37.450817,43.672455,9.2250029,31.521133,49.602139,354,46.014965,41.132757,2.9471373,40.685667,46.462056,1328,51.982135,40.611522,4.7524214,41.639456,50.954202,461,39.713006,44.785625,4.5213002,37.818441,46.680189,676,51.701105,35.994619,4.5901515,39.349514,48.34621,734,43.353032,44.117009,5.7321973,38.117467,49.352574,733,45.116688,41.683786,2.5869326,40.865043,45.935431
7/24/16,2094,51.240341,37.160198,5.6048099,38.707555,49.692983,970,39.68701,45.433487,3.3043218,39.322013,45.798484,1124,55.009923,31.829578,3.0423534,40.438244,46.401257,1706,3.7321838,83.249261,4.9703357,38.619793,48.361651,165,32.389854,51.073787,9.2343455,32.682162,50.781479,120,54.940656,36.231523,13.401393,32.452724,58.719455,103,50.169429,38.313723,7.6526518,36.741977,51.741175,456,47.414137,36.974227,4.126512,38.1502,46.238164,799,39.162738,47.818848,2.8687818,40.679386,46.302199,839,39.610327,41.096824,9.1565963,31.380111,49.32704,350,45.392551,42.042322,2.9457512,40.8306,46.604273,1302,52.412228,39.956639,5.2863766,41.003784,51.365082,442,39.146158,44.263904,4.7148474,37.08448,46.325581,647,52.233146,36.225513,4.6498444,39.672482,48.786177,731,44.071645,43.379827,4.6893748,39.130149,48.321324,716,45.435299,41.317163,2.8286705,40.604134,46.148328
7/25/16,2102,52.532108,36.482291,4.7259848,39.875734,49.138665,980,40.287276,45.58771,3.3371266,39.667109,46.207877,1122,55.814203,32.015633,2.8891854,41.083517,46.74632,1718,3.1910091,81.692337,5.2364055,37.309995,47.57335,172,32.122722,53.570684,9.3386982,33.694779,51.998628,118,59.557228,32.034003,13.07796,32.979214,58.612017,94,51.567564,36.459137,6.8170158,37.332675,50.694026,456,48.648076,36.872396,4.2727569,38.572934,46.947538,812,38.952601,49.444108,3.4314182,40.835565,47.561144,834,42.215117,39.955962,8.4900218,32.765318,49.405761,343,45.987157,41.921173,3.1571242,40.860183,47.048147,1316,51.901864,40.647742,4.8974702,41.475282,51.074324,443,38.405385,44.504354,4.7300839,36.819387,46.090352,649,53.116725,36.046115,5.0622924,39.620373,49.542467,733,45.925888,42.914974,4.8441858,39.673129,49.167733,720,46.316233,41.104498,2.5289048,41.232039,46.188692
7/26/16,2112,51.69363,37.046323,3.4337478,41.004904,47.735049,977,42.433396,43.656579,3.4300233,39.683564,46.40641,1135,56.096575,31.32229,2.641907,41.120364,46.298501,1714,4.476829,80.404656,3.9467318,38.572945,46.30854,175,35.827151,51.881825,10.723622,33.345338,54.363637,130,59.00844,32.904689,13.148643,33.070894,58.842235,93,52.064063,36.055109,5.7783178,38.396835,49.722337,459,50.467493,34.993061,4.5527449,38.268587,47.191967,800,38.864748,49.388728,3.8525886,40.351201,47.902275,853,43.233844,38.85146,6.834189,34.345146,47.740157,357,46.002295,41.727557,3.0554452,40.87059,46.859262,1320,53.512373,39.360562,4.9815817,41.554518,51.318418,435,39.275525,43.273047,4.8399838,36.531102,46.01747,640,52.674282,36.756511,4.1778682,40.621086,48.809707,737,47.211681,41.519239,4.3980389,40.055382,48.675538,735,46.982875,40.409013,2.0334261,41.703186,45.688701
7/27/16,2150,52.422088,36.33178,3.6033643,40.845637,47.908231,1001,42.62424,43.770514,3.2460211,40.016276,46.378477,1149,56.787357,31.051137,2.1818757,41.781009,46.057485,1744,3.9542042,81.164,4.4514426,38.196688,46.921516,173,36.562911,50.111789,10.341067,33.203104,53.471596,135,59.235009,32.125722,12.808856,33.127686,58.233044,98,53.882473,35.061057,6.1391137,38.455434,50.488097,471,50.084826,35.80012,4.2609351,38.766757,47.118189,822,38.695033,48.848824,3.936685,39.913977,47.62988,857,43.036739,38.697755,6.6316429,34.368237,47.366257,355,46.196135,41.844422,3.256984,40.828434,47.212123,1355,55.290379,38.06697,4.1582233,42.603616,50.753733,440,39.382554,44.406683,4.4994513,37.485156,46.304081,645,52.987968,35.894858,3.8842857,40.634813,48.248013,757,47.983968,40.80333,4.458258,40.024556,48.762742,748,47.422106,40.127872,1.9804727,41.834126,45.715852
7/28/16,2188,52.425741,35.73151,3.9000018,40.256624,47.900628,1026,41.31411,45.092317,3.8230484,39.456626,46.949801,1162,55.942968,31.325784,2.7007013,40.987689,46.281063,1772,4.4324761,82.79876,3.5174687,40.168499,47.062738,181,35.005391,50.477603,9.5239467,33.408029,52.074965,135,59.520036,31.164224,10.158279,35.387016,55.297244,100,53.246159,35.530149,5.7767783,38.726912,50.049397,484,48.258498,36.670065,4.1996244,38.34865,46.579913,844,38.906485,48.733607,3.7473726,40.147621,47.492471,860,42.302336,38.572613,6.7254493,33.846534,47.028415,373,45.868196,42.038691,3.6073275,40.418262,47.488624,1379,53.482002,39.581602,4.9425977,41.688056,51.375548,436,38.661833,45.059295,4.5206366,37.43034,46.290788,662,52.592555,35.46315,5.0657907,39.063378,48.992328,764,47.003946,41.764834,4.185092,40.283,48.48578,762,46.694215,40.559939,2.3767112,41.2979,45.956254
7/29/16,2286,51.351391,37.266964,4.3150503,40.080428,48.537927,1065,42.062139,45.81679,3.6676365,40.34518,47.533748,1221,55.78238,32.38561,2.8025569,41.337489,46.830501,1842,4.1026388,83.743525,4.2314928,39.776219,48.069945,201,35.090693,52.566264,9.2262136,34.786789,52.870168,146,57.925045,33.263553,13.301744,32.55859,58.630008,97,53.368555,36.191511,5.1247356,39.757792,49.802274,518,49.017063,37.681663,4.0623608,39.368249,47.330477,873,37.641061,50.513964,4.010863,40.146867,48.008158,895,42.31969,40.375232,6.4936851,34.98365,47.711273,377,46.258502,42.452657,3.3602402,41.062544,47.648615,1451,52.2658,41.378338,5.2710451,41.656444,51.987693,458,39.346529,45.644039,3.8150294,38.756555,46.234013,700,52.295769,36.362888,4.7709965,39.653752,49.004905,793,46.515949,43.342546,4.3827519,40.634151,49.224345,793,46.583554,41.65528,2.3920708,41.775188,46.463647
7/30/16,2220,51.203357,37.145834,3.778377,40.471786,47.877405,1025,41.426328,46.342712,3.4804891,40.473641,47.2954,1195,55.660872,32.356358,2.8896364,41.176771,46.840459,1790,4.899242,83.114272,4.1972831,39.893419,48.120094,193,32.39458,54.444162,8.0435545,35.536687,51.302054,138,57.017921,33.953931,11.867795,33.855487,57.116365,99,53.07299,36.706718,6.5238207,38.49651,51.283198,498,48.705651,36.973403,3.8183077,39.097586,46.581469,850,37.047364,51.219211,3.507024,40.696404,47.570171,872,41.595595,40.596556,6.3861469,34.837652,47.3545,375,45.746224,42.934842,3.1176155,41.28527,47.395796,1395,52.358261,41.215628,5.2005544,41.690402,51.883488,450,39.191052,45.570556,5.0101636,37.470844,47.290765,685,51.678026,36.918641,3.9449725,40.432261,48.164407,757,45.955508,43.623259,4.3919124,40.48531,49.093458,778,46.135004,41.913441,2.3040929,41.766211,46.282233
7/31/16,2211,51.286475,37.181426,3.8751688,40.436285,48.031616,1011,41.451585,46.808237,3.1522737,41.040682,47.219139,1200,55.888548,32.863738,2.6802485,41.7495,47.002787,1777,4.7565561,82.918554,3.8892273,40.026112,47.648998,198,32.880314,53.680432,10.120081,33.362694,53.198052,140,54.195262,34.778743,10.241985,34.449857,54.524148,96,52.792631,37.770106,6.2229563,39.182871,51.379866,507,49.047206,36.433222,3.5547802,39.25653,46.223899,851,37.390972,51.10527,3.2015653,41.110587,47.385655,853,43.197616,39.337402,6.6229687,34.776999,47.758018,374,45.693647,43.027028,3.3221004,41.104679,47.615996,1398,50.911516,43.40753,5.0522444,42.208323,52.110722,439,38.784415,47.061922,4.3970378,38.614072,47.232266,702,52.0927,36.027988,4.0643086,40.077321,48.043366,749,46.041094,43.97128,4.4834327,40.612423,49.399951,760,46.228817,42.132077,2.2664878,41.959289,46.401605
8/1/16,2171,50.964167,38.080299,3.6237425,40.970965,48.0735,987,39.944398,47.889364,3.4194388,40.565831,47.267931,1184,55.394139,33.230299,2.9735425,41.398148,47.226291,1740,5.3580541,82.680717,3.8211936,40.274616,47.764155,193,31.406633,55.765684,10.563513,33.233916,53.938401,138,46.602472,42.881134,10.593189,34.360477,55.123129,100,51.45149,38.973776,5.7041066,39.622608,50.802657,498,47.972209,37.432115,3.4571111,39.314193,46.090131,835,37.255888,51.649367,3.4013628,41.119292,47.785963,838,42.018559,41.233644,6.7427008,35.018255,48.233948,374,44.553866,43.887933,3.6365832,40.657048,47.784751,1355,50.973868,43.59834,5.7295415,41.671153,52.901055,442,37.294296,48.638793,4.4141865,38.640642,47.292447,691,50.91023,37.504422,5.0970753,39.212192,49.20246,745,45.745299,44.110916,4.8484963,40.176581,49.679634,735,45.318316,43.10586,2.5098132,41.752471,46.671705
8/2/16,2186,52.246805,37.731703,4.4911979,40.58788,49.390628,1001,38.644825,49.343472,3.6629843,40.404424,47.583873,1185,56.031751,33.311021,2.9967865,41.734535,47.608237,1764,4.3985591,84.129723,4.0679277,40.277572,48.25071,194,27.408065,58.983995,9.1845997,34.195122,52.196937,124,48.568766,42.088969,11.686311,33.876283,56.781453,104,51.610501,38.954624,5.5276532,39.865463,50.699663,502,47.485881,39.685184,3.3664757,40.286386,46.884679,847,37.230344,51.624973,3.4056187,41.090152,47.765165,837,43.002205,40.459006,6.9025392,34.966117,48.495094,365,44.223086,45.14075,3.6521876,41.102774,48.261062,1376,50.235214,44.367949,5.4815121,41.9297,52.673464,445,37.682053,49.286391,4.1172096,39.449357,47.519087,704,51.246353,37.27404,3.7308001,40.604013,47.916381,756,45.130646,45.329345,5.1401329,40.192666,50.267326,726,45.258883,43.697168,2.1796545,42.341964,46.614087
8/3/16,2175,50.928237,39.483581,4.6391606,40.659531,49.752286,997,37.724255,49.93931,3.5983444,40.305405,47.35816,1178,54.600739,34.592381,3.0597822,41.597974,47.595147,1745,4.3786466,84.193452,4.0310919,40.335579,48.236519,200,28.297745,59.410201,10.07746,33.978062,53.729884,124,46.115651,44.396752,11.331235,34.151591,56.360812,106,48.81547,41.689567,5.7431067,39.624274,50.880763,488,46.86498,39.941976,3.6057966,39.869797,46.937159,849,37.271622,52.049206,3.4794062,41.250596,48.070232,838,41.702684,43.013081,7.1779166,35.323524,49.392241,381,43.359704,45.558657,3.3437095,41.182346,47.736016,1350,48.886962,45.3723,4.6035377,42.618164,51.641098,444,35.834788,51.270139,5.351134,38.308352,48.796575,702,49.972156,38.46391,4.2816888,40.021978,48.414088,739,44.724098,45.841095,4.6769064,40.699228,49.865965,734,44.171385,44.834074,2.410698,42.140245,46.865213
8/4/16,2205,51.05096,39.643831,4.4614412,40.975183,49.719608,998,38.488704,50.500512,3.2886669,41.271714,47.717501,1207,54.825337,34.566618,2.8850154,41.868663,47.523293,1781,4.199224,86.498465,3.5730475,41.847258,48.850431,198,29.684399,61.158593,10.064201,35.558579,55.284414,124,45.997808,44.956923,12.385592,33.339485,57.615246,102,49.957853,42.372185,5.8342207,40.447483,51.882555,490,48.728823,39.443456,3.7475508,40.41354,47.758739,868,35.924426,52.808354,3.9621719,40.483461,48.249318,847,43.055844,44.193765,8.1189673,35.668217,51.581392,380,44.235989,45.121056,3.3427385,41.402639,47.954406,1369,47.476004,46.528889,6.1878046,40.938398,53.066495,456,36.199098,53.089479,4.8829777,39.85897,49.429606,690,50.560103,38.72839,4.717694,40.020906,49.267586,757,45.012971,45.52739,5.4092586,39.969107,50.571254,758,44.641014,45.1835,2.5244734,42.438273,47.386241
